391,207,426,232,2020-01-23 15:59:09.367584,30
1805,636,1857,677,2020-01-23 15:59:10.311486,50
1730,409,1761,446,2020-01-23 15:59:11.207662,30
948,227,959,252,2020-01-23 15:59:11.855893,50
594,671,656,698,2020-01-23 15:59:12.671948,50
886,644,938,685,2020-01-23 15:59:13.367972,50
1616,744,1628,759,2020-01-23 15:59:14.424245,10
413,678,464,729,2020-01-23 15:59:15.248372,50
172,144,195,175,2020-01-23 15:59:16.081405,30
780,63,789,103,2020-01-23 15:59:16.840584,30
1036,623,1048,634,2020-01-23 15:59:17.976840,10
1621,411,1708,457,2020-01-23 15:59:18.704935,50
678,93,692,103,2020-01-23 15:59:19.760994,10
283,919,314,960,2020-01-23 15:59:20.697184,30
413,94,448,133,2020-01-23 15:59:21.497197,30
119,685,162,751,2020-01-23 15:59:22.265459,50
16,122,34,140,2020-01-23 15:59:23.017466,30
249,811,291,857,2020-01-23 15:59:23.849684,30
1678,568,1737,591,2020-01-23 15:59:24.777785,30
1415,352,1442,377,2020-01-23 15:59:25.626138,30
384,11,418,38,2020-01-23 15:59:26.778075,30
1194,425,1248,457,2020-01-23 15:59:27.530208,50
102,434,146,488,2020-01-23 15:59:28.450429,50
670,689,703,729,2020-01-23 15:59:29.282433,30
943,624,967,659,2020-01-23 15:59:30.306732,30
565,387,579,398,2020-01-23 15:59:31.386833,10
643,721,668,743,2020-01-23 15:59:32.170924,30
1487,299,1495,309,2020-01-23 15:59:33.323086,10
661,417,664,430,2020-01-23 15:59:34.459272,10
1809,853,1827,886,2020-01-23 15:59:35.515426,30
1364,250,1375,261,2020-01-23 15:59:36.547736,10
1637,923,1665,941,2020-01-23 15:59:37.507846,30
1191,910,1199,925,2020-01-23 15:59:38.612439,10
1735,614,1757,646,2020-01-23 15:59:39.460093,30
694,500,723,525,2020-01-23 15:59:40.348170,30
1658,260,1675,268,2020-01-23 15:59:41.612529,10
690,226,695,235,2020-01-23 15:59:42.820533,10
129,0,139,14,2020-01-23 15:59:44.156880,10
1648,367,1730,444,2020-01-23 15:59:44.892880,50
1210,263,1247,319,2020-01-23 15:59:45.557007,50
417,299,490,347,2020-01-23 15:59:46.333125,50
303,515,347,573,2020-01-23 15:59:47.109199,50
184,2,211,44,2020-01-23 15:59:47.949355,30
1832,710,1853,738,2020-01-23 15:59:49.061694,30
205,728,242,759,2020-01-23 15:59:50.253772,30
1206,387,1219,402,2020-01-23 15:59:51.245793,10
1745,676,1838,735,2020-01-23 15:59:52.086001,50
547,330,553,339,2020-01-23 15:59:53.262228,10
1050,571,1065,584,2020-01-23 15:59:54.150462,10
663,842,698,873,2020-01-23 15:59:55.214440,30
670,666,682,675,2020-01-23 15:59:56.174670,10
1165,552,1189,607,2020-01-23 15:59:56.910797,50
1683,787,1696,799,2020-01-23 15:59:58.030915,10
534,92,549,101,2020-01-23 15:59:59.319081,10
835,257,863,286,2020-01-23 15:59:59.991046,30
736,401,747,409,2020-01-23 16:00:00.727423,10
1002,128,1051,140,2020-01-23 16:00:01.399464,30
1833,830,1884,865,2020-01-23 16:00:02.279573,30
398,94,455,146,2020-01-23 16:00:03.191672,50
1106,628,1120,641,2020-01-23 16:00:04.263861,10
218,232,278,277,2020-01-23 16:00:05.208008,50
967,434,1007,484,2020-01-23 16:00:06.032010,50
64,791,88,845,2020-01-23 16:00:06.832230,50
536,783,581,806,2020-01-23 16:00:07.896373,30
87,407,110,440,2020-01-23 16:00:09.024546,30
1389,190,1441,224,2020-01-23 16:00:09.832590,50
849,914,862,924,2020-01-23 16:00:10.849184,10
428,244,437,253,2020-01-23 16:00:11.865071,10
843,762,901,817,2020-01-23 16:00:12.729124,50
770,784,784,795,2020-01-23 16:00:13.417257,10
466,644,519,706,2020-01-23 16:00:14.161430,50
1442,968,1452,981,2020-01-23 16:00:15.281621,10
376,569,416,626,2020-01-23 16:00:16.009574,50
667,403,731,476,2020-01-23 16:00:16.649682,50
1107,40,1157,94,2020-01-23 16:00:17.585900,50
172,650,175,659,2020-01-23 16:00:18.554236,10
1759,870,1773,879,2020-01-23 16:00:19.722165,10
915,630,968,694,2020-01-23 16:00:20.570996,50
1213,399,1225,405,2020-01-23 16:00:21.450421,10
65,678,69,689,2020-01-23 16:00:22.626695,10
488,414,509,465,2020-01-23 16:00:23.482768,50
1851,726,1883,763,2020-01-23 16:00:24.699032,30
745,855,808,903,2020-01-23 16:00:25.443059,50
342,227,348,232,2020-01-23 16:00:26.579760,10
23,375,51,405,2020-01-23 16:00:27.387366,30
1709,385,1721,400,2020-01-23 16:00:28.451530,10
1514,605,1549,663,2020-01-23 16:00:29.123718,50
1508,844,1525,860,2020-01-23 16:00:30.347909,10
893,160,945,204,2020-01-23 16:00:31.476043,50
528,182,544,228,2020-01-23 16:00:32.188169,30
